index,Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,index,Artist,artist_start_year,artist_end_year,artist_career_length,years_since_debut
14755,N Side,Steve Lacy,2022,224444,4,0.838,0.535,11,-6.303,0,0.0432,0.0714,0.000302,0.208,0.894,119.946,70,Today,2383,Steve Lacy,2017,2022,5,5
14756,Playground,Steve Lacy,2022,213797,4,0.482,0.788,7,-6.307,1,0.0432,0.115,0.00374,0.344,0.85,191.772,54,Today,2383,Steve Lacy,2017,2022,5,5
14757,Ryd,Steve Lacy,2022,140182,4,0.788,0.939,9,-7.327,0,0.0544,0.0723,0.000181,0.133,0.98,137.002,68,Today,2383,Steve Lacy,2017,2022,5,5
14758,Some,Steve Lacy,2022,118393,4,0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01,82,Today,2383,Steve Lacy,2017,2022,5,5
14759,Broken Clocks,SZA,2017,231253,4,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,82,Today,2201,SZA,2017,2023,6,0
14760,Garden (Say It Like Dat),SZA,2017,208400,4,0.73,0.457,9,-7.26,1,0.283,0.0705,0.0,0.124,0.549,111.352,68,Today,2201,SZA,2017,2023,6,0
14761,Love Galore (feat. Travis Scott),SZA,2017,275080,4,0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,76,Today,2201,SZA,2017,2023,6,0
14762,The Weekend,SZA,2017,272186,3,0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,74,Today,2201,SZA,2017,2023,6,0
14763,Good Days,SZA,2020,279204,4,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,76,Today,2201,SZA,2017,2023,6,3
14764,Hit Different,SZA,2020,202007,4,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,68,Today,2201,SZA,2017,2023,6,3
14765,I Hate U,SZA,2021,173906,5,0.533,0.417,7,-8.665,0,0.148,0.514,0.0,0.114,0.376,106.534,70,Today,2201,SZA,2017,2023,6,4
14766,Kill Bill,SZA,2023,153946,4,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,79,Today,2201,SZA,2017,2023,6,6
14767,Snooze,SZA,2023,201800,4,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,87,Today,2201,SZA,2017,2023,6,6
14768,Love Story,Taylor Swift,2008,235266,4,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,65,Today,2456,Taylor Swift,2008,2022,14,0
14769,Blank Space,Taylor Swift,2014,231826,4,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,70,Today,2456,Taylor Swift,2008,2022,14,6
14770,Shake It Off,Taylor Swift,2014,219200,4,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,70,Today,2456,Taylor Swift,2008,2022,14,6
14771,Bad Blood,Taylor Swift,2015,211933,4,0.65,0.802,7,-6.114,1,0.181,0.0871,6.54e-06,0.148,0.295,170.146,63,Today,2456,Taylor Swift,2008,2022,14,7
14772,Delicate,Taylor Swift,2018,232253,4,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,81,Today,2456,Taylor Swift,2008,2022,14,10
14773,cardigan,Taylor Swift,2020,239560,4,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,85,Today,2456,Taylor Swift,2008,2022,14,12
14774,willow,Taylor Swift,2020,214706,4,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,76,Today,2456,Taylor Swift,2008,2022,14,12
14775,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,2021,613026,4,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,80,Today,2456,Taylor Swift,2008,2022,14,13
14776,You Belong With Me (Taylor’s Version),Taylor Swift,2021,231124,4,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,81,Today,2456,Taylor Swift,2008,2022,14,13
14777,Anti-Hero,Taylor Swift,2022,200690,4,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,84,Today,2456,Taylor Swift,2008,2022,14,14
14778,Can't Feel My Face,The Weeknd,2015,213520,4,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,81,Today,2812,The Weeknd,2015,2020,5,0
14779,Earned It (Fifty Shades Of Grey),The Weeknd,2015,277680,3,0.657,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.405,119.782,72,Today,2812,The Weeknd,2015,2020,5,0
14780,In The Night,The Weeknd,2015,235653,3,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168.022,72,Today,2812,The Weeknd,2015,2020,5,0
14781,The Hills,The Weeknd,2015,242253,4,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,85,Today,2812,The Weeknd,2015,2020,5,0
14782,Starboy,The Weeknd,2016,230453,4,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,88,Today,2812,The Weeknd,2015,2020,5,1
14783,Blinding Lights,The Weeknd,2019,200040,4,0.513,0.73,1,-5.94,1,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,89,Today,2812,The Weeknd,2015,2020,5,4
14784,Heartless,The Weeknd,2019,198266,4,0.537,0.746,10,-5.507,0,0.15,0.0236,1e-06,0.156,0.252,170.083,77,Today,2812,The Weeknd,2015,2020,5,4
14785,After Hours,The Weeknd,2020,361026,4,0.658,0.572,5,-6.099,0,0.0308,0.0811,0.0061,0.121,0.144,108.968,80,Today,2812,The Weeknd,2015,2020,5,5
14786,Save Your Tears,The Weeknd,2020,215626,4,0.679,0.825,0,-5.487,1,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,85,Today,2812,The Weeknd,2015,2020,5,5
14787,Poetic Pain,Toosii,2020,205657,4,0.785,0.632,8,-6.448,0,0.234,0.0312,0.0,0.11,0.334,73.534,44,Today,2878,Toosii,2020,2023,3,0
14788,Love Cycle (with Summer Walker),Toosii,2021,215405,4,0.774,0.451,6,-8.942,0,0.239,0.0533,0.0,0.078,0.429,126.955,48,Today,2878,Toosii,2020,2023,3,1
14789,Favorite Song,Toosii,2022,204000,4,0.814,0.38,2,-9.34,1,0.0494,0.274,0.0,0.098,0.434,116.029,66,Today,2878,Toosii,2020,2023,3,2
14790,Favorite Song (feat. Future) [Toxic Version],Toosii,2022,208621,4,0.82,0.386,2,-8.508,1,0.0598,0.334,0.0,0.0991,0.381,116.014,48,Today,2878,Toosii,2020,2023,3,2
14791,Fuk You Mean,Toosii,2022,176363,4,0.708,0.44,3,-10.852,0,0.0884,0.615,0.0,0.151,0.421,131.805,62,Today,2878,Toosii,2020,2023,3,2
14792,back together,Toosii,2023,192091,4,0.539,0.354,7,-11.112,1,0.447,0.37,0.0,0.126,0.214,170.094,32,Today,2878,Toosii,2020,2023,3,3
14793,Red Lights,Toosii,2023,153569,4,0.611,0.693,8,-6.363,1,0.256,0.0049,0.0,0.0962,0.447,150.918,38,Today,2878,Toosii,2020,2023,3,3
14794,Shake the Frost (Live),Tyler Childers,2020,175120,4,0.447,0.341,2,-9.769,1,0.0457,0.806,2.05e-06,0.686,0.371,138.969,78,Today,2899,Tyler Childers,2020,2020,0,0
14795,35’s,Tyler Hubbard,2023,174733,4,0.529,0.789,10,-5.511,1,0.0576,0.00398,0.0,0.291,0.453,139.853,49,Today,2901,Tyler Hubbard,2023,2023,0,0
14796,5 Foot 9,Tyler Hubbard,2023,189780,4,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,67,Today,2901,Tyler Hubbard,2023,2023,0,0
14797,Dancin’ In The Country,Tyler Hubbard,2023,179640,4,0.657,0.871,7,-4.614,1,0.0675,0.0031,0.0,0.102,0.532,114.974,72,Today,2901,Tyler Hubbard,2023,2023,0,0
14798,La Bebe,Yng Lvcas,2022,223992,4,0.775,0.465,7,-8.365,0,0.365,0.609,3.23e-05,0.114,0.707,169.781,68,Today,3006,Yng Lvcas,2022,2023,1,0
14799,La Bebe - Remix,Yng Lvcas,2022,234352,4,0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,84,Today,3006,Yng Lvcas,2022,2023,1,0
14800,Bandolero,Yng Lvcas,2023,190243,4,0.8,0.503,10,-8.064,0,0.0612,0.054,0.000648,0.125,0.497,82.025,26,Today,3006,Yng Lvcas,2022,2023,1,1
14801,Esa Nena,Yng Lvcas,2023,197647,4,0.808,0.571,0,-5.161,0,0.0656,0.345,4.48e-06,0.0844,0.62,170.037,47,Today,3006,Yng Lvcas,2022,2023,1,1
14802,Pégateme,Yng Lvcas,2023,153835,4,0.752,0.6,11,-9.687,0,0.0931,0.103,0.00551,0.0554,0.608,79.994,50,Today,3006,Yng Lvcas,2022,2023,1,1
14803,Perdonémonos,Yng Lvcas,2023,136421,4,0.887,0.589,5,-6.291,1,0.0602,0.107,0.00236,0.137,0.651,95.01,44,Today,3006,Yng Lvcas,2022,2023,1,1
14804,Perreo Porky,Yng Lvcas,2023,224842,4,0.887,0.598,6,-6.89,1,0.1,0.099,0.00179,0.101,0.768,95.01,54,Today,3006,Yng Lvcas,2022,2023,1,1
14805,VEN HDP,Yng Lvcas,2023,154666,4,0.831,0.829,6,-5.887,1,0.0873,0.45,0.0014,0.0915,0.865,96.969,34,Today,3006,Yng Lvcas,2022,2023,1,1
14806,Chicken Fried,Zac Brown Band,2008,238146,4,0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,78,Today,3017,Zac Brown Band,2008,2015,7,0
14807,Highway 20 Ride,Zac Brown Band,2008,229280,4,0.531,0.403,3,-7.195,1,0.0338,0.551,1.38e-05,0.105,0.431,76.125,59,Today,3017,Zac Brown Band,2008,2015,7,0
14808,Toes,Zac Brown Band,2008,262773,4,0.801,0.759,11,-5.398,1,0.0378,0.657,0.0,0.0897,0.821,129.971,73,Today,3017,Zac Brown Band,2008,2015,7,0
14809,Whatever It Is,Zac Brown Band,2009,208213,4,0.686,0.576,1,-6.633,1,0.0284,0.443,1.66e-05,0.212,0.72,83.969,69,Today,3017,Zac Brown Band,2008,2015,7,1
14810,Colder Weather,Zac Brown Band,2010,273893,4,0.667,0.381,3,-7.494,1,0.0294,0.455,0.0,0.116,0.199,135.975,69,Today,3017,Zac Brown Band,2008,2015,7,2
14811,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,2010,203173,4,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,90.99,75,Today,3017,Zac Brown Band,2008,2015,7,2
14812,Goodbye in Her Eyes,Zac Brown Band,2012,324266,4,0.411,0.558,3,-7.393,1,0.038,0.162,3.79e-06,0.0879,0.379,81.274,54,Today,3017,Zac Brown Band,2008,2015,7,4
14813,Jump Right In,Zac Brown Band,2013,180813,4,0.699,0.819,1,-5.111,1,0.058,0.0886,0.0,0.143,0.654,104.02,58,Today,3017,Zac Brown Band,2008,2015,7,5
14814,Homegrown,Zac Brown Band,2015,205000,4,0.712,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,69,Today,3017,Zac Brown Band,2008,2015,7,7
14815,Heading South,Zach Bryan,2020,171692,4,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,86,Today,3018,Zach Bryan,2020,2023,3,0
14816,"Burn,Burn,Burn",Zach Bryan,2022,268856,4,0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,82,Today,3018,Zach Bryan,2020,2023,3,2
14817,God Speed,Zach Bryan,2022,253359,4,0.583,0.0819,0,-15.249,1,0.04,0.869,0.0,0.103,0.167,79.385,71,Today,3018,Zach Bryan,2020,2023,3,2
14818,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2022,227195,4,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,89,Today,3018,Zach Bryan,2020,2023,3,2
14819,Letting Someone Go,Zach Bryan,2022,239761,4,0.543,0.117,0,-15.153,1,0.0389,0.811,0.0,0.147,0.395,83.607,65,Today,3018,Zach Bryan,2020,2023,3,2
14820,Something in the Orange,Zach Bryan,2022,228013,3,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,87,Today,3018,Zach Bryan,2020,2023,3,2
14821,Summertime Blues,Zach Bryan,2022,181239,4,0.552,0.411,1,-7.946,1,0.0434,0.794,3.5e-06,0.248,0.501,78.095,67,Today,3018,Zach Bryan,2020,2023,3,2
14822,Dawns (feat. Maggie Rogers),Zach Bryan,2023,290892,4,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,78,Today,3018,Zach Bryan,2020,2023,3,3
14823,If She Wants a Cowboy,Zach Bryan,2023,192293,4,0.553,0.823,7,-3.194,1,0.0689,0.0201,0.0,0.111,0.552,133.781,63,Today,3018,Zach Bryan,2020,2023,3,3
14824,Saor / Free / News from Nowhere,Afro Celt Sound System,1999,501093,4,0.511,0.524,7,-10.504,1,0.0305,0.026,0.879,0.106,0.118,81.996,24,World,53,Afro Celt Sound System,1999,2005,6,0
14825,Whirl-Y-Reel 1,Afro Celt Sound System,1999,441200,4,0.645,0.81,2,-8.133,1,0.0381,0.132,0.395,0.0825,0.53,132.021,25,World,53,Afro Celt Sound System,1999,2005,6,0
14826,When You're Falling,Afro Celt Sound System,2003,314160,4,0.638,0.822,11,-7.305,1,0.038,0.0508,2.54e-05,0.0895,0.802,99.01,36,World,53,Afro Celt Sound System,1999,2005,6,4
14827,Release,Afro Celt Sound System,2005,456160,4,0.633,0.828,5,-7.266,0,0.048,0.0216,0.0558,0.108,0.537,100.089,31,World,53,Afro Celt Sound System,1999,2005,6,6
14828,Race With Devil On Spanish Highway,Al Di Meola,1979,378266,4,0.318,0.772,2,-11.606,1,0.0633,0.139,0.531,0.238,0.661,88.648,28,World,62,Al Di Meola,1979,1986,7,0
14829,"Lady of Rome,Sister of Brazil",Al Di Meola,1980,106240,4,0.71,0.267,9,-16.617,1,0.0435,0.868,0.706,0.0676,0.18,110.909,34,World,62,Al Di Meola,1979,1986,7,1
14830,"Fantasia Suite - Live at Warfield Theatre,San Francisco,CA - December 5,1980",Al Di Meola,1981,530506,4,0.341,0.497,9,-13.473,1,0.0344,0.726,0.537,0.763,0.458,100.246,27,World,62,Al Di Meola,1979,1986,7,2
14831,"Mediterranean Sundance / Rio Ancho - Live at Warfield Theatre,San Francisco,CA - December 5,1980",Al Di Meola,1981,691306,4,0.415,0.576,4,-11.628,0,0.0331,0.834,0.808,0.698,0.556,100.54,46,World,62,Al Di Meola,1979,1986,7,2
14832,Electric Rendezvous,Al Di Meola,1982,467266,4,0.337,0.658,9,-12.241,1,0.0388,0.101,0.748,0.113,0.507,108.143,19,World,62,Al Di Meola,1979,1986,7,3
14833,The Wizard,Al Di Meola,1986,406133,4,0.378,0.552,6,-14.155,1,0.0519,0.369,0.851,0.247,0.652,157.859,18,World,62,Al Di Meola,1979,1986,7,7
14834,Ai Du (with Ry Cooder),Ali Farka Touré,1990,429973,3,0.57,0.225,5,-17.168,0,0.029,0.306,0.0586,0.0689,0.408,151.78,53,World,81,Ali Farka Touré,1990,2013,23,0
14835,Diaraby (with Ry Cooder),Ali Farka Touré,1990,446826,4,0.558,0.275,7,-18.639,0,0.036,0.784,0.0706,0.0831,0.325,142.681,38,World,81,Ali Farka Touré,1990,2013,23,0
14836,Gomni (with Ry Cooder),Ali Farka Touré,1990,420800,4,0.404,0.393,8,-18.083,1,0.0368,0.479,0.21,0.0387,0.7,78.914,37,World,81,Ali Farka Touré,1990,2013,23,0
14837,Yer Bounda Fara,Ali Farka Touré,1994,256853,4,0.813,0.367,3,-9.87,1,0.0399,0.724,0.00247,0.101,0.733,117.08,23,World,81,Ali Farka Touré,1990,2013,23,4
14838,Karaw,Ali Farka Touré,2001,388493,4,0.423,0.433,5,-11.381,0,0.0343,0.837,0.0197,0.0903,0.513,89.55,12,World,81,Ali Farka Touré,1990,2013,23,11
14839,Soko,Ali Farka Touré,2004,308866,3,0.727,0.228,0,-13.501,1,0.042,0.857,0.0,0.136,0.756,112.287,17,World,81,Ali Farka Touré,1990,2013,23,14
14840,Inchana Massina (feat. Nitin Sawhney),Ali Farka Touré,2005,313760,4,0.542,0.511,6,-12.026,1,0.0349,0.776,0.278,0.0732,0.44,80.762,16,World,81,Ali Farka Touré,1990,2013,23,15
14841,Savane,Ali Farka Touré,2006,463266,4,0.776,0.279,4,-10.45,0,0.0615,0.772,0.134,0.0567,0.509,135.866,40,World,81,Ali Farka Touré,1990,2013,23,16
14842,Banga (with Ry Cooder),Ali Farka Touré,2013,152826,4,0.511,0.306,11,-22.718,1,0.0617,0.636,0.843,0.0905,0.631,77.991,29,World,81,Ali Farka Touré,1990,2013,23,23
14843,Bonde (with Ry Cooder),Ali Farka Touré,2013,328826,4,0.514,0.532,2,-17.026,1,0.0936,0.712,0.00523,0.0816,0.553,113.821,45,World,81,Ali Farka Touré,1990,2013,23,23
14844,Si jaalallee - 1975,Ali Mohammed Birra,1975,247040,3,0.388,0.602,8,-7.172,0,0.0396,0.929,0.308,0.137,0.847,161.244,17,World,82,Ali Mohammed Birra,1975,1981,6,0
14845,Eshurruru,Ali Mohammed Birra,1979,288346,3,0.449,0.699,0,-7.716,1,0.0342,0.852,0.00306,0.12,0.737,158.353,24,World,82,Ali Mohammed Birra,1975,1981,6,4
14846,Imiman Jalaala,Ali Mohammed Birra,1980,300080,4,0.302,0.443,11,-8.31,1,0.0317,0.956,0.73,0.259,0.615,96.406,20,World,82,Ali Mohammed Birra,1975,1981,6,5
14847,Inyaadi'ini,Ali Mohammed Birra,1980,269093,3,0.366,0.655,11,-6.264,0,0.036,0.892,0.462,0.182,0.696,144.054,20,World,82,Ali Mohammed Birra,1975,1981,6,5
14848,Kan ati fettun isani infedhani,Ali Mohammed Birra,1981,284546,3,0.487,0.735,4,-6.399,1,0.035,0.942,3.22e-06,0.252,0.961,155.738,14,World,82,Ali Mohammed Birra,1975,1981,6,6
14849,Pata Pata,Angelique Kidjo,1990,172880,4,0.834,0.899,1,-6.668,1,0.102,0.206,0.0145,0.0787,0.906,130.01,8,World,114,Angelique Kidjo,1990,2005,15,0
14850,Agolo,Angelique Kidjo,1994,289493,4,0.701,0.808,0,-8.205,1,0.0439,0.0367,0.139,0.377,0.835,93.951,37,World,114,Angelique Kidjo,1990,2005,15,4
14851,Voodoo Child (Slight Return),Angelique Kidjo,1996,229273,4,0.741,0.627,8,-7.422,0,0.047,0.0768,0.105,0.176,0.407,88.004,18,World,114,Angelique Kidjo,1990,2005,15,6
14852,Wombo Lombo,Angelique Kidjo,1996,255333,4,0.724,0.749,1,-8.0,1,0.0751,0.0727,0.254,0.0858,0.514,93.827,28,World,114,Angelique Kidjo,1990,2005,15,6
14853,We Are One,Angelique Kidjo,1997,250760,4,0.551,0.506,10,-9.697,1,0.0307,0.33,0.000339,0.228,0.283,81.628,37,World,114,Angelique Kidjo,1990,2005,15,7
14854,Afrika - Live,Angelique Kidjo,1998,258000,4,0.586,0.956,7,-5.052,1,0.112,0.537,0.0,0.965,0.622,111.875,9,World,114,Angelique Kidjo,1990,2005,15,8
14855,Samba Pa Ti,Angelique Kidjo,1998,217613,4,0.648,0.426,3,-8.344,1,0.03,0.585,0.0117,0.149,0.665,85.115,20,World,114,Angelique Kidjo,1990,2005,15,8
14856,Batonga,Angelique Kidjo,2005,276840,4,0.682,0.804,8,-11.932,1,0.0538,0.0396,0.602,0.1,0.872,109.271,28,World,114,Angelique Kidjo,1990,2005,15,15
14857,Malaika,Angelique Kidjo,2005,259200,4,0.496,0.223,2,-16.843,1,0.0576,0.744,0.0,0.0547,0.456,170.123,26,World,114,Angelique Kidjo,1990,2005,15,15
14858,Jin-Go-Lo-Ba (Jin-Go-Low-Bah),Babatunde Olatunji,1959,205266,4,0.714,0.894,0,-4.536,1,0.042,0.523,0.00706,0.117,0.647,125.995,27,World,171,Babatunde Olatunji,1959,1980,21,0
14859,Akiwowo (Ah-Key-Woh-Woh),Babatunde Olatunji,1963,282333,4,0.623,0.941,8,-5.987,0,0.179,0.271,0.000536,0.125,0.381,123.615,19,World,171,Babatunde Olatunji,1959,1980,21,4
14860,Oya (Aw-Yah),Babatunde Olatunji,1980,335293,4,0.624,0.884,11,-5.755,0,0.0637,0.0479,0.763,0.0962,0.415,134.794,18,World,171,Babatunde Olatunji,1959,1980,21,21
14861,"Rain,Rain",Bill Frisell,1984,165800,4,0.285,0.0546,0,-18.833,1,0.0382,0.909,0.811,0.145,0.121,79.065,38,World,248,Bill Frisell,1984,2001,17,0
14862,Rambler,Bill Frisell,1987,492266,4,0.399,0.237,0,-18.084,1,0.0329,0.845,0.967,0.119,0.573,127.871,23,World,248,Bill Frisell,1984,2001,17,3
14863,The Pioneers,Bill Frisell,1995,253586,4,0.439,0.0643,7,-20.274,1,0.0627,0.912,0.734,0.11,0.366,91.034,35,World,248,Bill Frisell,1984,2001,17,11
14864,Strange Meeting - Live/Umbria Jazz Orchestra,Bill Frisell,1996,384733,4,0.469,0.28,5,-14.595,0,0.025,0.854,0.806,0.0993,0.263,100.917,24,World,248,Bill Frisell,1984,2001,17,12
14865,"Gone,Just Like a Train",Bill Frisell,2000,331133,4,0.58,0.307,2,-12.98,1,0.0494,0.109,0.858,0.131,0.244,115.735,6,World,248,Bill Frisell,1984,2001,17,16
14866,In Line,Bill Frisell,2000,279000,3,0.394,0.2,2,-20.953,0,0.0388,0.909,0.924,0.0926,0.112,113.277,12,World,248,Bill Frisell,1984,2001,17,16
14867,Lookout for Hope,Bill Frisell,2000,309733,4,0.391,0.309,4,-15.062,0,0.0334,0.951,0.805,0.361,0.171,112.492,30,World,248,Bill Frisell,1984,2001,17,16
14868,Start,Bill Frisell,2001,353506,3,0.208,0.0156,0,-28.158,1,0.0375,0.969,0.927,0.0795,0.0388,65.097,22,World,248,Bill Frisell,1984,2001,17,17
14869,Ederlezi,Boban Markovic Orkestar,1988,343186,5,0.227,0.227,9,-15.695,0,0.0354,0.882,0.861,0.261,0.036,140.686,16,World,320,Boban Markovic Orkestar,1988,1998,10,0
14870,SAT,Boban Markovic Orkestar,1998,263933,4,0.775,0.263,8,-10.551,1,0.0481,0.948,0.927,0.107,0.551,101.928,36,World,320,Boban Markovic Orkestar,1988,1998,10,10
14871,Another Night In Tunisia,Bobby McFerrin,1984,254626,4,0.667,0.429,9,-17.68,0,0.698,0.587,1.98e-06,0.0934,0.735,82.106,10,World,333,Bobby McFerrin,1984,1994,10,0
14872,Don't Worry Be Happy,Bobby McFerrin,1988,294400,4,0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837,68,World,333,Bobby McFerrin,1984,1994,10,4
14873,Drive My Car,Bobby McFerrin,1988,164165,4,0.886,0.19,0,-19.927,1,0.105,0.722,0.000309,0.0642,0.595,118.099,26,World,333,Bobby McFerrin,1984,1994,10,4
14874,Good Lovin',Bobby McFerrin,1988,178773,4,0.566,0.385,8,-15.936,1,0.314,0.743,0.0,0.254,0.844,121.817,30,World,333,Bobby McFerrin,1984,1994,10,4
14875,I Hear Music,Bobby McFerrin,1988,234466,4,0.646,0.372,10,-16.453,0,0.539,0.795,6.16e-05,0.779,0.785,121.464,7,World,333,Bobby McFerrin,1984,1994,10,4
14876,Thinkin' About Your Body - Live,Bobby McFerrin,1993,195133,4,0.581,0.224,0,-19.336,0,0.155,0.679,0.0013,0.116,0.449,96.211,25,World,333,Bobby McFerrin,1984,1994,10,9
14877,The 23rd Psalm,Bobby McFerrin,1994,188706,3,0.283,0.0198,10,-26.16,1,0.0401,0.979,0.0,0.0862,0.0546,138.242,22,World,333,Bobby McFerrin,1984,1994,10,10
14878,A Szerelemről,Both Miklós Folkside,2010,395933,4,0.351,0.256,7,-11.14,1,0.0305,0.761,0.00191,0.359,0.133,59.52,0,World,352,Both Miklós Folkside,2010,2010,0,0
14879,Csillagfészek,Both Miklós Folkside,2010,342293,4,0.452,0.72,7,-6.923,1,0.0431,0.00423,0.0349,0.0769,0.415,150.125,0,World,352,Both Miklós Folkside,2010,2010,0,0
14880,Izlel E Delio Haidutin,Bulgarian State Television Female Choir,1986,226373,4,0.206,0.204,7,-11.055,0,0.0352,0.948,0.00781,0.107,0.112,83.561,4,World,400,Bulgarian State Television Female Choir,1986,1988,2,0
14881,Kalimankou Denkou (The Evening Gathering),Bulgarian State Television Female Choir,1986,306133,5,0.194,0.191,11,-15.752,0,0.0412,0.977,0.036,0.319,0.0326,128.433,22,World,400,Bulgarian State Television Female Choir,1986,1988,2,0
14882,Kaval Sviri (The Flute Plays),Bulgarian State Television Female Choir,1986,131706,3,0.179,0.287,5,-15.415,1,0.0395,0.847,8.24e-06,0.361,0.18,92.063,23,World,400,Bulgarian State Television Female Choir,1986,1988,2,0
14883,Prïtoutïtze Planinata (Song from the Thracian Plain),Bulgarian State Television Female Choir,1986,165826,5,0.184,0.125,6,-9.291,0,0.036,0.922,0.0228,0.0596,0.0852,88.717,14,World,400,Bulgarian State Television Female Choir,1986,1988,2,0
14884,Svatba (The Wedding),Bulgarian State Television Female Choir,1988,87226,4,0.356,0.371,4,-12.668,0,0.0347,0.958,1.17e-05,0.293,0.489,105.443,19,World,400,Bulgarian State Television Female Choir,1986,1988,2,2
14885,Basic Instructions,Burlap To Cashmere,1998,239306,4,0.608,0.97,9,-8.578,0,0.062,0.112,0.0225,0.051,0.536,135.779,31,World,404,Burlap To Cashmere,1998,1998,0,0
14886,Treasures In Heaven,Burlap To Cashmere,1998,267866,4,0.664,0.455,7,-8.908,1,0.0238,0.0499,4.48e-06,0.123,0.496,94.999,27,World,404,Burlap To Cashmere,1998,1998,0,0
14887,Abatina,Calypso Rose,2003,224630,4,0.753,0.881,0,-4.443,1,0.0653,0.232,3.83e-05,0.151,0.724,103.968,59,World,420,Calypso Rose,2003,2019,16,0
14888,Calypso Blues,Calypso Rose,2003,260120,4,0.946,0.49,2,-7.989,0,0.0901,0.0604,4.79e-05,0.0468,0.768,129.947,57,World,420,Calypso Rose,2003,2019,16,0
14889,Fire in Me Wire,Calypso Rose,2004,295400,4,0.849,0.663,5,-10.881,0,0.0416,0.356,0.0192,0.0518,0.94,126.776,17,World,420,Calypso Rose,2003,2019,16,1
14890,Calypso Queen,Calypso Rose,2007,197813,4,0.658,0.622,11,-7.427,1,0.0879,0.418,0.000138,0.105,0.901,84.739,61,World,420,Calypso Rose,2003,2019,16,4
14891,Leave Me Alone - Kubiyashi Remix,Calypso Rose,2007,216170,4,0.781,0.784,11,-4.553,0,0.182,0.153,0.0,0.0529,0.919,105.017,16,World,420,Calypso Rose,2003,2019,16,4
14892,Baila Mami (feat. Nailah Blackman & Lao Ra),Calypso Rose,2019,177066,4,0.667,0.918,5,-3.788,0,0.0521,0.138,0.0,0.288,0.885,99.994,14,World,420,Calypso Rose,2003,2019,16,16
14893,Ailein Duinn,Capercaillie,1992,216773,4,0.484,0.266,3,-14.555,0,0.0271,0.0368,0.0331,0.0759,0.0772,103.857,34,World,427,Capercaillie,1992,2000,8,0
14894,"Coisich,a Ruin",Capercaillie,1992,193066,4,0.699,0.565,11,-10.656,0,0.0551,0.397,2.76e-06,0.102,0.58,120.853,16,World,427,Capercaillie,1992,2000,8,0
